data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_35,yhat_model_31_to_35,yhat_model_32_to_35,yhat_model_33_to_35,yhat_model_34_to_35
20/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,2.0925000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2020,2.1309375,2.0346794270833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2020,2.1703359374999995,2.094424562445746,3.098085521587213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2020,2.2107193359374993,2.156123861610638,3.294590045740037,3.8016187395542484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,2.2521123193359367,2.2198412420190476,3.5035584052981354,4.072169882139805,6.495265123409135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,2.294540127319335,2.2856427117449827,3.725781153016869,4.361975433378382,7.149607177526658,27.471782307483945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2020,2.3380286305023184,2.3535964378765373,3.9620989846163184,4.672405678566259,7.86986856144084,50.553118127571366,10.727980877892676,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2020,2.382604346264876,2.4237728171336443,4.213405919235584,5.00492842257703,8.662690080237487,93.02700945340469,11.65824281850337,43.593380960517266,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,2.428294454921498,2.496244548795619,4.480652681616084,5.361115930071776,9.535381542955019,171.186759756447,12.669171129421644,79.56796840765392,16.116869442603804,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2020,2.475126816294535,2.571086710014038,4.764850298809026,5.74265235962563,10.495989158974343,315.01503582773694,13.767760682752373,145.2298825423861,17.24119959688031,79.61995054040388,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2020,2.5231299867018984,2.6483768335889755,5.067073925013901,6.151341726921451,11.553369724014892,579.6854437734233,14.961612901206049,265.07801072933233,18.44396423251297,144.91636364334087,37.07705959296906,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,2.5723332363694458,2.728194988289177,5.38846690901775,6.589116434662911,12.717272279731233,1066.7275383850201,16.258988354290924,483.8284693352445,19.730635023317703,263.7624403063649,46.00321440478674,36.57898265311346,,,,,,,,,,,,,,,,,,,,,,
09/04/2020,2.6227665672786817,2.810623861799364,5.73024511962289,7.058046409538915,13.998427999811147,1962.9743223183793,17.668863915310787,883.098477671586,21.107065352963424,480.0743212656895,57.0783055292252,41.32512388207526,3739717.464627322,,,,,,,,,,,,,,,,,,,,,
10/04/2020,2.6744607314606488,2.8957488463806134,6.093701545426672,7.560348889441607,15.408649131324411,3612.2327880603743,19.200994874652313,1611.8582735269051,22.57951694346211,873.7838248350135,70.81968084709716,46.687079300810154,3989502.8333332445,2.6071331563614794e+39,,,,,,,,,,,,,,,,,,,,
