data,cases,cured,deaths,internadosDomiciliar,internadosEnfermaria,internadosUTI,percentual_cured,percentual_deaths,percentual_internados,percentual_internadosDomiciliar,percentual_internadosEnfermaria,percentual_internadosUTI,refuses,suspects,total_internados_DB
20/03/2020,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
21/03/2020,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
22/03/2020,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
23/03/2020,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
24/03/2020,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
25/03/2020,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
26/03/2020,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
27/03/2020,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
28/03/2020,11,0,1,0,0,0,0,9.090909090909092,0,0,0,0,0,0,0
29/03/2020,14,0,1,0,0,0,0,7.142857142857142,0,0,0,0,0,0,0
30/03/2020,16,0,3,0,0,0,0,18.75,0,0,0,0,0,0,0
31/03/2020,18,0,4,0,0,0,0,22.22222222222222,0,0,0,0,0,0,0
01/04/2020,18,0,4,0,0,0,0,22.22222222222222,0,0,0,0,0,0,0
02/04/2020,19,0,4,0,0,0,0,21.052631578947366,0,0,0,0,0,0,0
03/04/2020,21,0,4,0,0,0,0,19.047619047619047,0,0,0,0,0,0,0
04/04/2020,22,0,4,0,0,0,0,18.181818181818183,0,0,0,0,0,0,0
05/04/2020,23,0,4,0,0,0,0,17.391304347826086,0,0,0,0,0,0,0
06/04/2020,23,0,4,0,0,0,0,17.391304347826086,0,0,0,0,0,0,0
07/04/2020,28,0,4,0,0,0,0,14.285714285714285,0,0,0,0,0,0,0
08/04/2020,31,0,5,0,0,0,0,16.129032258064516,0,0,0,0,0,0,0
09/04/2020,38,0,6,0,0,0,0,15.789473684210526,0,0,0,0,0,0,0
10/04/2020,40,0,7,0,0,0,0,17.5,0,0,0,0,0,0,0
11/04/2020,41,0,7,0,0,0,0,17.073170731707318,0,0,0,0,0,0,0
12/04/2020,44,0,7,0,0,0,0,15.909090909090908,0,0,0,0,0,0,0
13/04/2020,50,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0
14/04/2020,58,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0
15/04/2020,75,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0
16/04/2020,91,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0
17/04/2020,102,0,8,0,0,0,0,0.0,0,0,0,0,0,0,0
18/04/2020,123,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0
19/04/2020,145,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0
20/04/2020,158,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0
21/04/2020,186,0,14,0,0,0,0,0.0,0,0,0,0,0,0,0
22/04/2020,206,0,15,0,0,0,0,0.0,0,0,0,0,0,0,0
