			yhat_model_1_to_7	yhat_model_2_to_8	yhat_model_3_to_9	yhat_model_4_to_10	yhat_model_5_to_11	yhat_model_6_to_12	yhat_model_7_to_13	yhat_model_8_to_14	yhat_model_9_to_15	yhat_model_10_to_16	yhat_model_11_to_17	yhat_model_12_to_18	yhat_model_13_to_19	yhat_model_14_to_20	yhat_model_15_to_21	yhat_model_16_to_22	yhat_model_17_to_23	yhat_model_18_to_24	yhat_model_19_to_25	yhat_model_20_to_26	yhat_model_21_to_27	yhat_model_22_to_28	yhat_model_23_to_29	yhat_model_24_to_30	yhat_model_25_to_31	yhat_model_26_to_32	yhat_model_27_to_33	yhat_model_28_to_34	yhat_model_29_to_35	yhat_model_30_to_36	yhat_model_31_to_37	yhat_model_32_to_38	yhat_model_33_to_39	yhat_model_34_to_39	yhat_model_35_to_39	yhat_model_36_to_39	yhat_model_37_to_39	yhat_model_38_to_39	yhat_model_39_to_39	yhat_model_34_to_40	yhat_model_35_to_41	yhat_model_36_to_42	yhat_model_37_to_43	yhat_model_38_to_44	yhat_model_39_to_45	yhat_model_40_to_46	yhat_model_41_to_47	yhat_model_42_to_48	yhat_model_43_to_49	yhat_model_44_to_50	yhat_model_45_to_50	yhat_model_46_to_50	yhat_model_47_to_50	yhat_model_48_to_50	yhat_model_49_to_50	yhat_model_50_to_50	yhat_model_38_to_43	yhat_model_39_to_43	yhat_model_40_to_43	yhat_model_41_to_43	yhat_model_42_to_43	yhat_model_43_to_43	yhat_model_33_to_38	yhat_model_34_to_38	yhat_model_35_to_38	yhat_model_36_to_38	yhat_model_37_to_38	yhat_model_38_to_38	yhat_model_45_to_51	yhat_model_46_to_52	yhat_model_47_to_52	yhat_model_48_to_52	yhat_model_49_to_52	yhat_model_50_to_52	yhat_model_51_to_52	yhat_model_52_to_52	yhat_model_39_to_44	yhat_model_40_to_44	yhat_model_41_to_44	yhat_model_42_to_44	yhat_model_43_to_44	yhat_model_44_to_44	yhat_model_46_to_51	yhat_model_47_to_51	yhat_model_48_to_51	yhat_model_49_to_51	yhat_model_50_to_51	yhat_model_51_to_51	yhat_model_40_to_45	yhat_model_41_to_45	yhat_model_42_to_45	yhat_model_43_to_45	yhat_model_44_to_45	yhat_model_45_to_45	yhat_model_32_to_37	yhat_model_33_to_37	yhat_model_34_to_37	yhat_model_35_to_37	yhat_model_36_to_37	yhat_model_37_to_37	yhat_model_37_to_42	yhat_model_38_to_42	yhat_model_39_to_42	yhat_model_40_to_42	yhat_model_41_to_42	yhat_model_42_to_42	yhat_model_41_to_46	yhat_model_42_to_46	yhat_model_43_to_46	yhat_model_44_to_46	yhat_model_45_to_46	yhat_model_46_to_46	yhat_model_47_to_53	yhat_model_48_to_53	yhat_model_49_to_53	yhat_model_50_to_53	yhat_model_51_to_53	yhat_model_52_to_53	yhat_model_53_to_53	yhat_model_43_to_48	yhat_model_44_to_48	yhat_model_45_to_48	yhat_model_46_to_48	yhat_model_47_to_48	yhat_model_48_to_48	yhat_model_31_to_36	yhat_model_32_to_36	yhat_model_33_to_36	yhat_model_34_to_36	yhat_model_35_to_36	yhat_model_36_to_36	yhat_model_48_to_54	yhat_model_49_to_55	yhat_model_50_to_56	yhat_model_51_to_57	yhat_model_52_to_58	yhat_model_53_to_59	yhat_model_54_to_60	yhat_model_55_to_61	yhat_model_56_to_61	yhat_model_57_to_61	yhat_model_58_to_61	yhat_model_59_to_61	yhat_model_60_to_61	yhat_model_61_to_61
			mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean	mean
state	metric	model																																																																																																																																																	
AC	MAE	exponential-holt	222374.23048193022	178.70923522013345	101.47214200463527	19.675515582815738	1818.5009887558278	454.5819391258315	4.674861159061492	6.173174255638392	24.15593643620291	589.4562294732513	157.3271100091808	51.569424840440256	51.220985411389066																																																																																																																																				
AC	MAE	gaussian-process	17.4538212911714	20.27356402104791	23.690078792565174	26.427523419649702	32.90051793677927	36.58868061508568	40.153260483251636	45.276665946268174	50.90161271452517	58.49462311750992	65.32309977709158	75.06036326374351	84.46379357911918																																																																																																																																				
AC	MAE	linear-regression	5.1428571428571415	6.1000000000000005	6.019047619047616	3.6952380952381008	6.019047619047615	10.390476190476187	11.53333333333333	12.409523809523805	11.76190476190476	14.209523809523807	27.819047619047627	40.085714285714296	45.38571428571429																																																																																																																																				
AC	MAE	mlp	2.89585305502301	4.3809975953818485	3.921766078424077	4.182723431403463	7.371114648398567	5.904432175810539	7.134001112800902	8.929925319308095	12.537474956830302	18.342373184382648	31.725409855664672	26.632725558145708	33.41028542616164																																																																																																																																				
AC	MAE	svr	16.69605807567878	19.840711540907346	23.65400891840101	28.175229490437456	32.0116894629279	34.78915530630466	36.923597468115005	33.824022148393624	33.3924632348739	38.49871473984658	45.02764502912929	52.661436882953176	61.391239805768954																																																																																																																																				
AC	MSLE	exponential-holt	40.610744224012976	1.9167689780989776	1.0327702518444923	0.20027511694564595	8.258817071147647	3.416836543449334	0.006668501473515137	0.009324626167091928	0.16108972588990586	3.234385674478705	0.8109225885844299	0.5429237320369645	0.3837042845117504																																																																																																																																				
AC	MSLE	gaussian-process	0.2922671067095669	0.3535338193587559	0.44056518904354175	0.4997914151458918	0.7729212039609288	0.8800833116718945	0.968505992665115	1.159091160723854	1.289743167694337	1.5994408804664624	1.714407798753939	2.0970046457220897	2.330967191694429																																																																																																																																				
AC	MSLE	linear-regression	0.016516403286249245	0.021357168165737583	0.019401609986471068	0.00663576569558597	0.01528188344938344	0.03686471913875849	0.044109769771131235	0.04938246029084317	0.034148502107084304	0.03966897690945795	0.15718941407981832	0.3065519838269484	0.3190014046951917																																																																																																																																				
AC	MSLE	mlp	0.009100413517302458	0.01483126695280471	0.010754584478408751	0.009216034928540907	0.02555626693958991	0.012129889828301071	0.015990973578381442	0.020579198772781356	0.03886053101155936	0.0769360603202809	0.19457855709476046	0.10985646712015723	0.1477720134249028																																																																																																																																				
