data,yhat_model_1_to_7,yhat_model_2_to_8,yhat_model_3_to_9,yhat_model_4_to_10,yhat_model_5_to_11,yhat_model_6_to_12,yhat_model_7_to_13,yhat_model_8_to_14,yhat_model_9_to_15,yhat_model_10_to_16,yhat_model_11_to_17,yhat_model_12_to_18,yhat_model_13_to_19,yhat_model_14_to_20,yhat_model_15_to_21,yhat_model_16_to_22,yhat_model_17_to_23,yhat_model_18_to_24,yhat_model_19_to_25,yhat_model_20_to_26,yhat_model_21_to_27,yhat_model_22_to_28,yhat_model_23_to_29,yhat_model_24_to_30,yhat_model_25_to_31,yhat_model_26_to_32,yhat_model_27_to_33,yhat_model_28_to_34,yhat_model_29_to_35,yhat_model_30_to_36,yhat_model_31_to_37,yhat_model_32_to_38,yhat_model_33_to_39,yhat_model_34_to_40,yhat_model_35_to_41,yhat_model_36_to_42,yhat_model_37_to_43,yhat_model_38_to_44,yhat_model_39_to_45,yhat_model_40_to_46,yhat_model_41_to_47,yhat_model_42_to_48,yhat_model_43_to_49,yhat_model_44_to_50,yhat_model_45_to_50,yhat_model_46_to_50,yhat_model_47_to_50,yhat_model_48_to_50,yhat_model_49_to_50,yhat_model_50_to_50
08/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2020,2.3690736168331403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2020,2.2260728876173985,2.340021941136685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2020,2.214780955326116,2.0653901918550197,2.2096349913760847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2020,2.2144454205494033,2.0409021043984907,1.3386471871376502,2.229431082551187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2020,2.214441716125635,2.0401402382451814,1.2602817340869878,1.4457601620614624,2.808506174496466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2020,2.2144417010215434,2.040131681980523,1.2578375338008845,1.3786660114040823,0.23873042662156913,4.578858198773598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2020,2.214441700998855,2.0401316468729984,1.2578100611830212,1.3766095582831779,0.0073027580016721,0.3822182205071052,4.187118059799647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2020,2.2144417009988424,2.040131646820139,1.2578099484263934,1.376586589502473,8.151341875002316e-05,0.011614090615545447,0.3402934717307025,4.97261906226086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482566036,1.3765864954487084,3.3371096182888006e-07,0.00012931767827292767,0.010239637366389517,0.41047710799708687,15.464199366571828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482565097,1.3765864953072018,5.020377392248336e-10,5.289391695365208e-07,0.0001136058750233767,0.01242601579314142,1.3126996673391569,17.331900888850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482565097,1.3765864953071234,2.7773510364531825e-13,7.954755537961467e-10,4.64062669967207e-07,0.00013817369187388593,0.04013385284098353,1.424015868713609,14.413343000701797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482565097,1.3765864953071234,5.651524050832356e-17,4.4001550769752776e-13,6.975693718057755e-10,5.648887275762015e-07,0.0004478835607523585,0.04301773665091433,1.1651009079175318,17.353374451105882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482565097,1.3765864953071234,4.230404986672771e-21,8.953301161843338e-17,3.8579019058647443e-13,8.4938979176555e-10,1.8334702795011326e-06,0.0004779521443161758,0.034993982870630665,1.4335335848232158,20.242701475446065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2020,2.2144417009988424,2.0401316468201096,1.2578099482565097,1.3765864953071234,1.1649170853015176e-25,6.701813680563259e-21,7.849426556759113e-17,4.698074662598326e-13,2.7582125734549545e-09,1.953384953460583e-06,0.00038799242771426584,0.04340931411985431,1.6684608130464693,26.244418029788676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
